# Rådata, tur 828d8cbc-9bc8-431f-8b08-5b19b4510852 (Tom, bil, 12 NM-turen, 2026-09-11 00:47–01:06 UTC)
# Exporterad ur gps_points 2026-09-11. 1081 fixar, alla med rådata. T0 = 2026-09-11 00:47:53.534+00
# Kolumner: ms_sedan_start,raw_lat*1e6,raw_lng*1e6,enhetsfart_kn*100,kurs_grader,accuracy_m ; radskiljare ';'
# Sparat i databasen: distance 12.41 NM (summa utjämnade positioner, före beslutet 11/9), average 41.1, max 71.2, duration_seconds 1081.
# Facit mot bil: bilens Trip 2 fotades 50–110 s efter spara i 54–82 mph (16,4 mi) — ogiltigt som facit. Skärm på hela turen: 1 Hz, ingen lucka > 5 s.
436325,37083955,-86232323,4850,62,10;437325,37084061,-86232075,4850,62,10;438327,37084166,-86231831,4800,62,10;
439327,37084279,-86231593,4750,63,10;440328,37084378,-86231346,4750,63,10;441330,37084479,-86231099,4750,63,10;
442331,37084580,-86230847,4800,63,10;443332,37084683,-86230593,4850,63,10;444333,37084788,-86230338,4850,63,10;
445334,37084894,-86230082,4910,63,10;446336,37085001,-86229823,4960,63,10;447336,37085109,-86229562,5020,63,10;
448337,37085218,-86229300,5020,63,10;449337,37085327,-86229037,5070,63,10;450338,37085437,-86228775,5070,62,10;
451339,37085547,-86228513,5070,62,10;452340,37085658,-86228252,5070,63,10;453341,37085768,-86227990,5070,63,10;
454342,37085878,-86227728,5070,63,10;455343,37085989,-86227466,5070,63,10;456344,37086102,-86227202,5120,63,10;
457345,37086198,-86226927,5120,63,10;458345,37086311,-86226662,5120,62,10;459348,37086425,-86226400,5120,61,10;
460348,37086543,-86226142,5120,60,10;461348,37086660,-86225888,5070,60,10;462348,37086776,-86225636,5070,60,10;
463349,37086890,-86225389,4960,60,10;464350,37087003,-86225143,4910,60,10;465354,37087115,-86224900,4850,60,10;
466353,37087227,-86224663,4800,61,10;467355,37087332,-86224427,4690,62,10;468355,37087431,-86224190,4640,63,10;
469357,37087527,-86223956,4580,63,10;470358,37087622,-86223722,4480,63,10;471357,37087714,-86223483,4480,64,10;
472358,37087809,-86223236,4580,64,10;473357,37087906,-86222984,4690,64,10;474362,37088003,-86222732,4800,64,10;
475363,37088098,-86222488,4800,64,10;476363,37088191,-86222250,4640,64,10;477367,37088286,-86222016,4530,63,10;
478363,37088382,-86221786,4480,63,10;479368,37088479,-86221555,4420,62,10;480368,37088576,-86221325,4480,62,10;
481366,37088675,-86221096,4480,62,10;482370,37088775,-86220867,4480,61,10;483370,37088875,-86220639,4480,61,10;
484370,37088975,-86220411,4480,61,10;485372,37089072,-86220189,4370,61,10;486374,37089167,-86219972,4420,61,10;
487375,37089261,-86219760,4210,61,10;488376,37089355,-86219549,4150,61,10;489377,37089449,-86219341,4100,61,10;
490378,37089541,-86219135,4100,61,10;491379,37089634,-86218928,4040,61,10;492380,37089727,-86218721,4040,61,10;
493383,37089818,-86218516,4040,61,10;494384,37089904,-86218325,3990,61,10;495383,37089978,-86218159,3720,60,10;
496386,37090037,-86218030,3180,60,10;497387,37090092,-86217942,2480,60,10;498389,37090095,-86217848,1830,78,10;
499392,37090070,-86217775,1560,101,10;500389,37090021,-86217728,1340,131,10;501391,37089956,-86217697,1290,154,10;
502391,37089874,-86217669,1510,168,10;503391,37089775,-86217640,1830,168,10;504391,37089657,-86217608,2210,168,10;
505392,37089528,-86217577,2530,168,10;506393,37089387,-86217543,2800,168,10;507395,37089235,-86217501,3070,168,10;
508395,37089075,-86217457,3340,168,10;509397,37088910,-86217414,3500,168,10;510397,37088748,-86217371,3610,168,10;
511398,37088580,-86217325,3610,168,10;512397,37088416,-86217281,3560,168,10;513400,37088248,-86217237,3610,168,10;
514400,37088082,-86217192,3660,168,10;515400,37087919,-86217149,3610,168,10;516402,37087756,-86217105,3560,168,10;
517403,37087594,-86217060,3560,168,10;518403,37087433,-86217015,3560,168,10;519409,37087271,-86216972,3500,168,10;
520406,37087108,-86216929,3500,168,10;521408,37086943,-86216885,3560,168,10;522409,37086773,-86216842,3610,168,10;
523409,37086595,-86216796,3660,168,10;524410,37086407,-86216748,3880,168,10;525410,37086212,-86216697,4100,168,10;
526410,37086012,-86216645,4260,168,10;527412,37085808,-86216591,4370,168,10;528413,37085608,-86216538,4480,168,10;
529415,37085414,-86216486,4370,168,10;530416,37085221,-86216439,4260,169,10;531418,37085025,-86216396,4210,171,10;
532419,37084826,-86216363,4260,172,10;533419,37084628,-86216341,4310,176,10;534424,37084433,-86216336,4260,181,10;
535423,37084243,-86216355,4150,186,10;536424,37084056,-86216386,4100,189,10;537424,37083872,-86216415,3990,187,10;
538425,37083687,-86216429,3940,184,10;539430,37083497,-86216432,3940,179,10;540430,37083300,-86216427,4040,177,10;
541429,37083097,-86216418,4210,177,10;542432,37082887,-86216408,4370,177,10;543433,37082668,-86216397,4530,177,10;
544434,37082441,-86216381,4690,177,10;545435,37082207,-86216365,4850,177,10;546436,37081966,-86216349,5070,177,10;
547438,37081725,-86216334,5180,177,10;548441,37081488,-86216318,5120,177,10;549441,37081253,-86216301,5070,177,10;
550445,37081021,-86216284,5020,177,10;551444,37080792,-86216268,4960,177,10;552444,37080568,-86216251,4910,177,10;
553445,37080348,-86216236,4800,177,10;554445,37080131,-86216221,4690,177,10;555447,37079919,-86216206,4640,177,10;
556449,37079703,-86216191,4530,177,10;557449,37079483,-86216175,4640,177,10;558450,37079260,-86216159,4750,177,10;
559452,37079036,-86216145,4800,177,10;560452,37078811,-86216129,4800,177,10;561454,37078586,-86216112,4800,177,10;
562456,37078356,-86216094,4800,177,10;563457,37078121,-86216076,4910,177,10;564458,37077884,-86216057,5070,177,10;
565460,37077646,-86216037,5120,176,10;566460,37077407,-86216016,5120,176,10;567461,37077167,-86215998,5120,176,10;
568461,37076926,-86215979,5120,176,10;569463,37076682,-86215958,5180,176,10;570465,37076437,-86215938,5230,176,10;
571464,37076190,-86215917,5290,176,10;572464,37075941,-86215895,5340,176,10;573465,37075689,-86215874,5340,176,10;
574467,37075435,-86215854,5390,176,10;575468,37075180,-86215833,5450,176,10;576468,37074928,-86215813,5500,176,10;
577470,37074679,-86215795,5390,177,10;578470,37074433,-86215774,5340,176,10;579471,37074191,-86215755,5290,176,10;
580474,37073956,-86215735,5180,176,10;581474,37073736,-86215716,5020,176,10;582475,37073520,-86215698,4750,176,10;
583477,37073307,-86215683,4640,176,10;584478,37073098,-86215670,4580,176,10;585479,37072909,-86215656,4420,176,10;
586481,37072744,-86215641,3990,177,10;587481,37072596,-86215616,3500,171,10;588481,37072460,-86215577,3180,168,10;
589481,37072335,-86215517,2960,157,10;590482,37072225,-86215433,2860,149,10;591482,37072131,-86215324,2750,132,10;
592485,37072060,-86215188,2750,119,10;593485,37072012,-86215031,2800,110,10;594484,37071995,-86214860,2860,96,10;
595490,37072010,-86214682,2960,80,10;596491,37072051,-86214500,3070,71,10;597492,37072090,-86214304,3230,71,10;
598491,37072159,-86214114,3450,71,10;599492,37072211,-86213918,3560,71,10;600492,37072266,-86213729,3500,71,10;
601498,37072320,-86213545,3450,71,10;602495,37072372,-86213368,3340,70,10;605496,37072502,-86212837,3180,71,10;
606497,37072542,-86212688,3070,71,10;607499,37072573,-86212555,2640,74,10;608499,37072594,-86212424,2370,81,10;
609501,37072608,-86212292,2320,88,10;610502,37072584,-86212151,2370,102,10;611504,37072540,-86212010,2420,111,10;
612505,37072475,-86211875,2590,122,10;613508,37072385,-86211760,2690,133,10;614508,37072276,-86211675,2750,148,10;
619514,37071655,-86211592,2640,179,10;620514,37071526,-86211593,2750,179,10;621516,37071399,-86211581,2750,179,10;
622516,37071266,-86211568,2690,179,10;623520,37071116,-86211559,2860,179,10;624522,37070945,-86211556,3230,179,10;
625522,37070755,-86211554,3660,179,10;626521,37070557,-86211549,4100,178,10;627523,37070355,-86211543,4210,179,10;
628525,37070151,-86211536,4310,179,10;629526,37069940,-86211528,4420,179,10;630529,37069728,-86211522,4480,179,10;
631529,37069520,-86211514,4530,178,10;632530,37069315,-86211506,4420,178,10;633532,37069113,-86211498,4370,178,10;
